Request id,Pickup point,Driver id,Status,Request Date,Request Time,Request Day,Request Hour,Request Time Slot,Drop Date,Drop Time,Drop Day,Drop Hour,Drop Time Slot
5866,City,39,Cancelled,15-Jul-16,09:19:04,Friday,9,Morning,,,,0,Late Night
5945,Airport,39,Cancelled,15-Jul-16,10:27:59,Friday,10,Morning,,,,0,Late Night
126,City,40,Cancelled,11-Jul-16,05:05:00,Monday,5,Early Morning,,,,0,Late Night
436,City,40,Cancelled,11-Jul-16,08:55:00,Monday,8,Morning,,,,0,Late Night
1620,City,40,Cancelled,12-Jul-16,06:55:00,Tuesday,6,Early Morning,,,,0,Late Night
2206,City,40,Cancelled,12-Jul-16,17:55:00,Tuesday,17,Evening,,,,0,Late Night
3221,City,40,Cancelled,13-Jul-16,09:55:14,Wednesday,9,Morning,,,,0,Late Night
5583,City,40,Cancelled,15-Jul-16,05:58:15,Friday,5,Early Morning,,,,0,Late Night
2131,City,41,Cancelled,12-Jul-16,17:04:00,Tuesday,17,Evening,,,,0,Late Night
401,City,43,Cancelled,11-Jul-16,08:27:00,Monday,8,Morning,,,,0,Late Night
461,City,43,Cancelled,11-Jul-16,09:15:00,Monday,9,Morning,,,,0,Late Night
2946,City,43,Cancelled,13-Jul-16,06:34:48,Wednesday,6,Early Morning,,,,0,Late Night
289,City,44,Cancelled,11-Jul-16,07:09:00,Monday,7,Early Morning,,,,0,Late Night
1303,City,44,Cancelled,11-Jul-16,22:27:00,Monday,22,Night,,,,0,Late Night
1817,City,44,Cancelled,12-Jul-16,09:29:00,Tuesday,9,Morning,,,,0,Late Night
2970,City,44,Cancelled,13-Jul-16,06:56:12,Wednesday,6,Early Morning,,,,0,Late Night
4519,City,44,Cancelled,14-Jul-16,09:23:01,Thursday,9,Morning,,,,0,Late Night
5830,City,44,Cancelled,15-Jul-16,08:55:31,Friday,8,Morning,,,,0,Late Night
5880,City,44,Cancelled,15-Jul-16,09:38:50,Friday,9,Morning,,,,0,Late Night
1520,City,45,Cancelled,12-Jul-16,05:42:00,Tuesday,5,Early Morning,,,,0,Late Night
1789,City,45,Cancelled,12-Jul-16,09:10:00,Tuesday,9,Morning,,,,0,Late Night
2484,Airport,45,Cancelled,12-Jul-16,20:41:00,Tuesday,20,Evening,,,,0,Late Night
4312,City,45,Cancelled,14-Jul-16,06:49:09,Thursday,6,Early Morning,,,,0,Late Night
4363,City,45,Cancelled,14-Jul-16,07:29:23,Thursday,7,Early Morning,,,,0,Late Night
5716,City,45,Cancelled,15-Jul-16,07:37:00,Friday,7,Early Morning,,,,0,Late Night
5775,City,45,Cancelled,15-Jul-16,08:24:01,Friday,8,Morning,,,,0,Late Night
424,City,46,Cancelled,11-Jul-16,08:47:00,Monday,8,Morning,,,,0,Late Night
377,City,47,Cancelled,11-Jul-16,08:11:00,Monday,8,Morning,,,,0,Late Night
454,City,47,Cancelled,11-Jul-16,09:10:00,Monday,9,Morning,,,,0,Late Night
1603,City,47,Cancelled,12-Jul-16,06:41:00,Tuesday,6,Early Morning,,,,0,Late Night
5300,Airport,47,Cancelled,14-Jul-16,21:52:23,Thursday,21,Night,,,,0,Late Night
6560,City,47,Cancelled,15-Jul-16,21:05:03,Friday,21,Night,,,,0,Late Night
2526,Airport,48,Cancelled,12-Jul-16,21:06:00,Tuesday,21,Night,,,,0,Late Night
2926,City,48,Cancelled,13-Jul-16,06:27:38,Wednesday,6,Early Morning,,,,0,Late Night
141,City,49,Cancelled,11-Jul-16,05:20:00,Monday,5,Early Morning,,,,0,Late Night
491,City,49,Cancelled,11-Jul-16,09:29:00,Monday,9,Morning,,,,0,Late Night
1875,City,49,Cancelled,12-Jul-16,10:02:00,Tuesday,10,Morning,,,,0,Late Night
4906,City,49,Cancelled,14-Jul-16,18:03:24,Thursday,18,Evening,,,,0,Late Night
209,City,50,Cancelled,11-Jul-16,06:11:00,Monday,6,Early Morning,,,,0,Late Night
278,City,50,Cancelled,11-Jul-16,06:55:00,Monday,6,Early Morning,,,,0,Late Night
1381,City,50,Cancelled,12-Jul-16,01:07:00,Tuesday,1,Late Night,,,,0,Late Night
5473,City,50,Cancelled,15-Jul-16,04:44:00,Friday,4,Early Morning,,,,0,Late Night
5479,City,50,Cancelled,15-Jul-16,04:50:42,Friday,4,Early Morning,,,,0,Late Night
6228,City,50,Cancelled,15-Jul-16,17:43:28,Friday,17,Evening,,,,0,Late Night
2940,City,51,Cancelled,13-Jul-16,06:35:21,Wednesday,6,Early Morning,,,,0,Late Night
5780,City,51,Cancelled,15-Jul-16,08:29:04,Friday,8,Morning,,,,0,Late Night
1781,City,52,Cancelled,12-Jul-16,09:01:00,Tuesday,9,Morning,,,,0,Late Night
1787,City,52,Cancelled,12-Jul-16,09:08:00,Tuesday,9,Morning,,,,0,Late Night
2423,Airport,52,Cancelled,12-Jul-16,20:05:00,Tuesday,20,Evening,,,,0,Late Night
4148,City,52,Cancelled,14-Jul-16,04:57:22,Thursday,4,Early Morning,,,,0,Late Night
411,City,53,Cancelled,11-Jul-16,08:37:00,Monday,8,Morning,,,,0,Late Night
3727,Airport,53,Cancelled,13-Jul-16,20:05:22,Wednesday,20,Evening,,,,0,Late Night
4847,City,53,Cancelled,14-Jul-16,17:37:48,Thursday,17,Evening,,,,0,Late Night
216,City,54,Cancelled,11-Jul-16,06:13:00,Monday,6,Early Morning,,,,0,Late Night
1898,City,54,Cancelled,12-Jul-16,10:27:00,Tuesday,10,Morning,,,,0,Late Night
2077,City,54,Cancelled,12-Jul-16,15:40:00,Tuesday,15,Afternoon,,,,0,Late Night
2486,Airport,54,Cancelled,12-Jul-16,20:50:00,Tuesday,20,Evening,,,,0,Late Night
2809,City,54,Cancelled,13-Jul-16,05:05:12,Wednesday,5,Early Morning,,,,0,Late Night
2900,City,54,Cancelled,13-Jul-16,06:01:55,Wednesday,6,Early Morning,,,,0,Late Night
3022,City,54,Cancelled,13-Jul-16,07:34:14,Wednesday,7,Early Morning,,,,0,Late Night
3211,City,54,Cancelled,13-Jul-16,09:48:34,Wednesday,9,Morning,,,,0,Late Night
4356,City,54,Cancelled,14-Jul-16,07:23:36,Thursday,7,Early Morning,,,,0,Late Night
6208,City,54,Cancelled,15-Jul-16,17:27:11,Friday,17,Evening,,,,0,Late Night
6571,City,54,Cancelled,15-Jul-16,21:16:46,Friday,21,Night,,,,0,Late Night
237,City,56,Cancelled,11-Jul-16,06:29:00,Monday,6,Early Morning,,,,0,Late Night
4328,City,56,Cancelled,14-Jul-16,07:07:46,Thursday,7,Early Morning,,,,0,Late Night
4757,Airport,56,Cancelled,14-Jul-16,15:30:06,Thursday,15,Afternoon,,,,0,Late Night
323,City,57,Cancelled,11-Jul-16,07:36:00,Monday,7,Early Morning,,,,0,Late Night
421,City,57,Cancelled,11-Jul-16,08:43:00,Monday,8,Morning,,,,0,Late Night
1458,City,57,Cancelled,12-Jul-16,04:52:00,Tuesday,4,Early Morning,,,,0,Late Night
3920,City,57,Cancelled,13-Jul-16,22:16:51,Wednesday,22,Night,,,,0,Late Night
4401,City,57,Cancelled,14-Jul-16,08:03:39,Thursday,8,Morning,,,,0,Late Night
1034,Airport,58,Cancelled,11-Jul-16,19:27:00,Monday,19,Evening,,,,0,Late Night
1543,City,58,Cancelled,12-Jul-16,06:02:00,Tuesday,6,Early Morning,,,,0,Late Night
2909,City,58,Cancelled,13-Jul-16,06:10:59,Wednesday,6,Early Morning,,,,0,Late Night
3015,City,58,Cancelled,13-Jul-16,07:34:01,Wednesday,7,Early Morning,,,,0,Late Night
4165,City,58,Cancelled,14-Jul-16,05:07:32,Thursday,5,Early Morning,,,,0,Late Night
5410,City,58,Cancelled,15-Jul-16,01:45:43,Friday,1,Late Night,,,,0,Late Night
328,City,59,Cancelled,11-Jul-16,07:33:00,Monday,7,Early Morning,,,,0,Late Night
580,City,59,Cancelled,11-Jul-16,10:59:00,Monday,10,Morning,,,,0,Late Night
4357,City,59,Cancelled,14-Jul-16,07:31:35,Thursday,7,Early Morning,,,,0,Late Night
4560,City,59,Cancelled,14-Jul-16,09:48:36,Thursday,9,Morning,,,,0,Late Night
5647,City,59,Cancelled,15-Jul-16,06:51:10,Friday,6,Early Morning,,,,0,Late Night
5704,City,59,Cancelled,15-Jul-16,07:33:52,Friday,7,Early Morning,,,,0,Late Night
2855,City,60,Cancelled,13-Jul-16,05:35:47,Wednesday,5,Early Morning,,,,0,Late Night
5565,City,60,Cancelled,15-Jul-16,05:45:17,Friday,5,Early Morning,,,,0,Late Night
235,City,61,Cancelled,11-Jul-16,06:22:00,Monday,6,Early Morning,,,,0,Late Night
2109,Airport,61,Cancelled,12-Jul-16,16:20:00,Tuesday,16,Afternoon,,,,0,Late Night
4230,City,61,Cancelled,14-Jul-16,05:50:10,Thursday,5,Early Morning,,,,0,Late Night
111,City,62,Cancelled,11-Jul-16,05:06:00,Monday,5,Early Morning,,,,0,Late Night
168,City,62,Cancelled,11-Jul-16,05:37:00,Monday,5,Early Morning,,,,0,Late Night
187,City,62,Cancelled,11-Jul-16,05:57:00,Monday,5,Early Morning,,,,0,Late Night
1492,City,62,Cancelled,12-Jul-16,05:30:00,Tuesday,5,Early Morning,,,,0,Late Night
2992,City,62,Cancelled,13-Jul-16,07:11:45,Wednesday,7,Early Morning,,,,0,Late Night
3433,Airport,62,Cancelled,13-Jul-16,16:01:28,Wednesday,16,Afternoon,,,,0,Late Night
5536,City,62,Cancelled,15-Jul-16,05:31:14,Friday,5,Early Morning,,,,0,Late Night
474,City,63,Cancelled,11-Jul-16,09:24:00,Monday,9,Morning,,,,0,Late Night
1722,City,63,Cancelled,12-Jul-16,08:17:00,Tuesday,8,Morning,,,,0,Late Night
2978,City,63,Cancelled,13-Jul-16,06:54:58,Wednesday,6,Early Morning,,,,0,Late Night
2983,City,63,Cancelled,13-Jul-16,07:08:36,Wednesday,7,Early Morning,,,,0,Late Night
3866,Airport,63,Cancelled,13-Jul-16,21:40:55,Wednesday,21,Night,,,,0,Late Night
4491,City,63,Cancelled,14-Jul-16,08:56:21,Thursday,8,Morning,,,,0,Late Night
4603,Airport,63,Cancelled,14-Jul-16,10:22:45,Thursday,10,Morning,,,,0,Late Night
1325,City,64,Cancelled,11-Jul-16,23:06:00,Monday,23,Night,,,,0,Late Night
3450,Airport,64,Cancelled,13-Jul-16,16:49:15,Wednesday,16,Afternoon,,,,0,Late Night
4329,City,64,Cancelled,14-Jul-16,07:08:40,Thursday,7,Early Morning,,,,0,Late Night
1723,City,65,Cancelled,12-Jul-16,08:18:00,Tuesday,8,Morning,,,,0,Late Night
3261,Airport,65,Cancelled,13-Jul-16,10:20:35,Wednesday,10,Morning,,,,0,Late Night
3309,City,65,Cancelled,13-Jul-16,11:59:21,Wednesday,11,Morning,,,,0,Late Night
3666,City,65,Cancelled,13-Jul-16,19:25:29,Wednesday,19,Evening,,,,0,Late Night
6129,Airport,65,Cancelled,15-Jul-16,15:36:17,Friday,15,Afternoon,,,,0,Late Night
1513,City,66,Cancelled,12-Jul-16,05:44:00,Tuesday,5,Early Morning,,,,0,Late Night
2011,City,66,Cancelled,12-Jul-16,13:30:00,Tuesday,13,Afternoon,,,,0,Late Night
2931,City,66,Cancelled,13-Jul-16,06:31:03,Wednesday,6,Early Morning,,,,0,Late Night
6397,City,66,Cancelled,15-Jul-16,19:29:17,Friday,19,Evening,,,,0,Late Night
176,City,67,Cancelled,11-Jul-16,05:42:00,Monday,5,Early Morning,,,,0,Late Night
3180,City,67,Cancelled,13-Jul-16,09:23:48,Wednesday,9,Morning,,,,0,Late Night
3238,City,67,Cancelled,13-Jul-16,10:04:18,Wednesday,10,Morning,,,,0,Late Night
4360,City,67,Cancelled,14-Jul-16,07:30:30,Thursday,7,Early Morning,,,,0,Late Night
6717,City,67,Cancelled,15-Jul-16,23:12:21,Friday,23,Night,,,,0,Late Night
386,City,68,Cancelled,11-Jul-16,08:29:00,Monday,8,Morning,,,,0,Late Night
528,City,68,Cancelled,11-Jul-16,09:50:00,Monday,9,Morning,,,,0,Late Night
2556,Airport,68,Cancelled,12-Jul-16,21:24:00,Tuesday,21,Night,,,,0,Late Night
3286,City,68,Cancelled,13-Jul-16,11:10:46,Wednesday,11,Morning,,,,0,Late Night
5805,City,68,Cancelled,15-Jul-16,08:36:49,Friday,8,Morning,,,,0,Late Night
5911,City,68,Cancelled,15-Jul-16,09:53:55,Friday,9,Morning,,,,0,Late Night
245,City,69,Cancelled,11-Jul-16,06:33:00,Monday,6,Early Morning,,,,0,Late Night
1532,City,69,Cancelled,12-Jul-16,05:54:00,Tuesday,5,Early Morning,,,,0,Late Night
3161,City,69,Cancelled,13-Jul-16,09:05:57,Wednesday,9,Morning,,,,0,Late Night
3523,Airport,69,Cancelled,13-Jul-16,17:47:46,Wednesday,17,Evening,,,,0,Late Night
4278,City,69,Cancelled,14-Jul-16,06:26:10,Thursday,6,Early Morning,,,,0,Late Night
5835,City,69,Cancelled,15-Jul-16,08:53:49,Friday,8,Morning,,,,0,Late Night
99,City,70,Cancelled,11-Jul-16,05:00:00,Monday,5,Early Morning,,,,0,Late Night
162,City,70,Cancelled,11-Jul-16,05:34:00,Monday,5,Early Morning,,,,0,Late Night
307,City,70,Cancelled,11-Jul-16,07:20:00,Monday,7,Early Morning,,,,0,Late Night
1767,City,70,Cancelled,12-Jul-16,08:46:00,Tuesday,8,Morning,,,,0,Late Night
5502,City,70,Cancelled,15-Jul-16,05:03:26,Friday,5,Early Morning,,,,0,Late Night
5644,City,70,Cancelled,15-Jul-16,06:50:34,Friday,6,Early Morning,,,,0,Late Night
5736,City,70,Cancelled,15-Jul-16,07:50:43,Friday,7,Early Morning,,,,0,Late Night
3808,Airport,71,Cancelled,13-Jul-16,20:58:40,Wednesday,20,Evening,,,,0,Late Night
5831,City,71,Cancelled,15-Jul-16,08:56:04,Friday,8,Morning,,,,0,Late Night
5980,City,71,Cancelled,15-Jul-16,11:39:58,Friday,11,Morning,,,,0,Late Night
353,City,72,Cancelled,11-Jul-16,07:55:00,Monday,7,Early Morning,,,,0,Late Night
397,City,72,Cancelled,11-Jul-16,08:23:00,Monday,8,Morning,,,,0,Late Night
1843,City,72,Cancelled,12-Jul-16,09:39:00,Tuesday,9,Morning,,,,0,Late Night
2019,City,72,Cancelled,12-Jul-16,13:46:00,Tuesday,13,Afternoon,,,,0,Late Night
1732,City,73,Cancelled,12-Jul-16,08:19:00,Tuesday,8,Morning,,,,0,Late Night
1984,City,73,Cancelled,12-Jul-16,12:30:00,Tuesday,12,Afternoon,,,,0,Late Night
5886,City,73,Cancelled,15-Jul-16,09:33:07,Friday,9,Morning,,,,0,Late Night
6098,Airport,73,Cancelled,15-Jul-16,14:40:08,Friday,14,Afternoon,,,,0,Late Night
2048,Airport,74,Cancelled,12-Jul-16,14:40:00,Tuesday,14,Afternoon,,,,0,Late Night
2844,Airport,74,Cancelled,13-Jul-16,05:28:12,Wednesday,5,Early Morning,,,,0,Late Night
1426,City,76,Cancelled,12-Jul-16,04:24:00,Tuesday,4,Early Morning,,,,0,Late Night
2969,City,76,Cancelled,13-Jul-16,06:52:10,Wednesday,6,Early Morning,,,,0,Late Night
5584,City,76,Cancelled,15-Jul-16,05:53:54,Friday,5,Early Morning,,,,0,Late Night
1704,City,77,Cancelled,12-Jul-16,07:59:00,Tuesday,7,Early Morning,,,,0,Late Night
3399,City,77,Cancelled,13-Jul-16,15:05:30,Wednesday,15,Afternoon,,,,0,Late Night
4298,City,77,Cancelled,14-Jul-16,06:40:29,Thursday,6,Early Morning,,,,0,Late Night
4019,City,78,Cancelled,13-Jul-16,00:00:24,Wednesday,0,Late Night,,,,0,Late Night
3197,City,78,Cancelled,13-Jul-16,09:44:52,Wednesday,9,Morning,,,,0,Late Night
4166,City,78,Cancelled,14-Jul-16,05:10:41,Thursday,5,Early Morning,,,,0,Late Night
4238,City,78,Cancelled,14-Jul-16,05:54:41,Thursday,5,Early Morning,,,,0,Late Night
5894,City,78,Cancelled,15-Jul-16,09:46:14,Friday,9,Morning,,,,0,Late Night
6647,City,78,Cancelled,15-Jul-16,22:02:02,Friday,22,Night,,,,0,Late Night
210,City,79,Cancelled,11-Jul-16,06:12:00,Monday,6,Early Morning,,,,0,Late Night
403,City,79,Cancelled,11-Jul-16,08:35:00,Monday,8,Morning,,,,0,Late Night
568,Airport,79,Cancelled,11-Jul-16,10:23:00,Monday,10,Morning,,,,0,Late Night
856,City,79,Cancelled,11-Jul-16,17:47:00,Monday,17,Evening,,,,0,Late Night
1757,City,79,Cancelled,12-Jul-16,08:38:00,Tuesday,8,Morning,,,,0,Late Night
2842,City,79,Cancelled,13-Jul-16,05:17:08,Wednesday,5,Early Morning,,,,0,Late Night
3147,City,80,Cancelled,13-Jul-16,08:55:48,Wednesday,8,Morning,,,,0,Late Night
4497,City,80,Cancelled,14-Jul-16,08:59:45,Thursday,8,Morning,,,,0,Late Night
4770,City,80,Cancelled,14-Jul-16,15:52:41,Thursday,15,Afternoon,,,,0,Late Night
5493,City,80,Cancelled,15-Jul-16,05:01:35,Friday,5,Early Morning,,,,0,Late Night
5540,City,80,Cancelled,15-Jul-16,05:27:47,Friday,5,Early Morning,,,,0,Late Night
2003,Airport,81,Cancelled,12-Jul-16,13:19:00,Tuesday,13,Afternoon,,,,0,Late Night
4179,City,81,Cancelled,14-Jul-16,05:27:26,Thursday,5,Early Morning,,,,0,Late Night
4561,City,81,Cancelled,14-Jul-16,09:43:37,Thursday,9,Morning,,,,0,Late Night
5806,Airport,81,Cancelled,15-Jul-16,08:46:33,Friday,8,Morning,,,,0,Late Night
1881,City,82,Cancelled,12-Jul-16,10:04:00,Tuesday,10,Morning,,,,0,Late Night
3235,City,82,Cancelled,13-Jul-16,10:01:02,Wednesday,10,Morning,,,,0,Late Night
5604,City,82,Cancelled,15-Jul-16,06:08:30,Friday,6,Early Morning,,,,0,Late Night
1557,City,83,Cancelled,12-Jul-16,06:17:00,Tuesday,6,Early Morning,,,,0,Late Night
1661,City,83,Cancelled,12-Jul-16,07:30:00,Tuesday,7,Early Morning,,,,0,Late Night
2022,City,83,Cancelled,12-Jul-16,13:45:00,Tuesday,13,Afternoon,,,,0,Late Night
3188,City,83,Cancelled,13-Jul-16,09:34:22,Wednesday,9,Morning,,,,0,Late Night
5655,City,83,Cancelled,15-Jul-16,06:59:47,Friday,6,Early Morning,,,,0,Late Night
5903,City,83,Cancelled,15-Jul-16,09:58:03,Friday,9,Morning,,,,0,Late Night
6209,Airport,83,Cancelled,15-Jul-16,17:32:54,Friday,17,Evening,,,,0,Late Night
536,City,84,Cancelled,11-Jul-16,09:59:00,Monday,9,Morning,,,,0,Late Night
1134,Airport,84,Cancelled,11-Jul-16,20:33:00,Monday,20,Evening,,,,0,Late Night
1604,City,84,Cancelled,12-Jul-16,06:37:00,Tuesday,6,Early Morning,,,,0,Late Night
1653,City,84,Cancelled,12-Jul-16,07:27:00,Tuesday,7,Early Morning,,,,0,Late Night
1695,City,84,Cancelled,12-Jul-16,07:57:00,Tuesday,7,Early Morning,,,,0,Late Night
2750,City,84,Cancelled,13-Jul-16,03:24:24,Wednesday,3,Late Night,,,,0,Late Night
2884,City,84,Cancelled,13-Jul-16,05:54:44,Wednesday,5,Early Morning,,,,0,Late Night
3191,City,84,Cancelled,13-Jul-16,09:32:18,Wednesday,9,Morning,,,,0,Late Night
3193,City,84,Cancelled,13-Jul-16,09:33:21,Wednesday,9,Morning,,,,0,Late Night
3524,City,84,Cancelled,13-Jul-16,17:51:15,Wednesday,17,Evening,,,,0,Late Night
4294,City,84,Cancelled,14-Jul-16,06:40:54,Thursday,6,Early Morning,,,,0,Late Night
4484,City,84,Cancelled,14-Jul-16,08:55:30,Thursday,8,Morning,,,,0,Late Night
324,City,85,Cancelled,11-Jul-16,07:40:00,Monday,7,Early Morning,,,,0,Late Night
3351,Airport,85,Cancelled,13-Jul-16,13:20:21,Wednesday,13,Afternoon,,,,0,Late Night
4195,City,85,Cancelled,14-Jul-16,05:28:28,Thursday,5,Early Morning,,,,0,Late Night
5685,City,85,Cancelled,15-Jul-16,07:17:02,Friday,7,Early Morning,,,,0,Late Night
2889,City,86,Cancelled,13-Jul-16,05:55:36,Wednesday,5,Early Morning,,,,0,Late Night
4301,City,86,Cancelled,14-Jul-16,06:46:41,Thursday,6,Early Morning,,,,0,Late Night
1294,City,87,Cancelled,11-Jul-16,22:26:00,Monday,22,Night,,,,0,Late Night
5935,City,87,Cancelled,15-Jul-16,10:13:46,Friday,10,Morning,,,,0,Late Night
428,City,88,Cancelled,11-Jul-16,08:48:00,Monday,8,Morning,,,,0,Late Night
450,City,88,Cancelled,11-Jul-16,09:11:00,Monday,9,Morning,,,,0,Late Night
4510,City,88,Cancelled,14-Jul-16,09:07:46,Thursday,9,Morning,,,,0,Late Night
432,City,89,Cancelled,11-Jul-16,08:52:00,Monday,8,Morning,,,,0,Late Night
2491,Airport,89,Cancelled,12-Jul-16,20:55:00,Tuesday,20,Evening,,,,0,Late Night
5569,City,89,Cancelled,15-Jul-16,05:41:45,Friday,5,Early Morning,,,,0,Late Night
5671,City,89,Cancelled,15-Jul-16,07:05:11,Friday,7,Early Morning,,,,0,Late Night
6374,City,89,Cancelled,15-Jul-16,19:10:02,Friday,19,Evening,,,,0,Late Night
4464,City,90,Cancelled,14-Jul-16,08:42:46,Thursday,8,Morning,,,,0,Late Night
5609,City,90,Cancelled,15-Jul-16,06:15:40,Friday,6,Early Morning,,,,0,Late Night
5848,City,90,Cancelled,15-Jul-16,09:04:50,Friday,9,Morning,,,,0,Late Night
543,City,91,Cancelled,11-Jul-16,10:03:00,Monday,10,Morning,,,,0,Late Night
2828,City,92,Cancelled,13-Jul-16,05:20:11,Wednesday,5,Early Morning,,,,0,Late Night
2993,City,92,Cancelled,13-Jul-16,07:05:55,Wednesday,7,Early Morning,,,,0,Late Night
3018,Airport,92,Cancelled,13-Jul-16,07:27:44,Wednesday,7,Early Morning,,,,0,Late Night
4155,City,92,Cancelled,14-Jul-16,05:06:35,Thursday,5,Early Morning,,,,0,Late Night
2552,City,93,Cancelled,12-Jul-16,21:23:00,Tuesday,21,Night,,,,0,Late Night
3430,Airport,93,Cancelled,13-Jul-16,16:01:54,Wednesday,16,Afternoon,,,,0,Late Night
4167,City,93,Cancelled,14-Jul-16,05:13:45,Thursday,5,Early Morning,,,,0,Late Night
5508,City,93,Cancelled,15-Jul-16,05:04:48,Friday,5,Early Morning,,,,0,Late Night
5729,City,93,Cancelled,15-Jul-16,07:49:27,Friday,7,Early Morning,,,,0,Late Night
202,City,94,Cancelled,11-Jul-16,06:09:00,Monday,6,Early Morning,,,,0,Late Night
341,City,94,Cancelled,11-Jul-16,07:46:00,Monday,7,Early Morning,,,,0,Late Night
3049,City,94,Cancelled,13-Jul-16,07:43:49,Wednesday,7,Early Morning,,,,0,Late Night
6323,Airport,94,Cancelled,15-Jul-16,18:39:39,Friday,18,Evening,,,,0,Late Night
6462,City,94,Cancelled,15-Jul-16,20:11:36,Friday,20,Evening,,,,0,Late Night
3242,City,95,Cancelled,13-Jul-16,10:08:10,Wednesday,10,Morning,,,,0,Late Night
4499,City,95,Cancelled,14-Jul-16,09:01:54,Thursday,9,Morning,,,,0,Late Night
3182,City,96,Cancelled,13-Jul-16,09:24:57,Wednesday,9,Morning,,,,0,Late Night
4173,City,96,Cancelled,14-Jul-16,05:08:03,Thursday,5,Early Morning,,,,0,Late Night
4189,City,96,Cancelled,14-Jul-16,05:25:55,Thursday,5,Early Morning,,,,0,Late Night
6390,Airport,96,Cancelled,15-Jul-16,19:19:26,Friday,19,Evening,,,,0,Late Night
1231,City,97,Cancelled,11-Jul-16,21:34:00,Monday,21,Night,,,,0,Late Night
1589,City,97,Cancelled,12-Jul-16,06:35:00,Tuesday,6,Early Morning,,,,0,Late Night
1815,City,97,Cancelled,12-Jul-16,09:20:00,Tuesday,9,Morning,,,,0,Late Night
5678,City,97,Cancelled,15-Jul-16,07:09:12,Friday,7,Early Morning,,,,0,Late Night
239,City,98,Cancelled,11-Jul-16,06:25:00,Monday,6,Early Morning,,,,0,Late Night
551,City,98,Cancelled,11-Jul-16,10:10:00,Monday,10,Morning,,,,0,Late Night
2097,Airport,98,Cancelled,12-Jul-16,16:03:00,Tuesday,16,Afternoon,,,,0,Late Night
2613,Airport,98,Cancelled,12-Jul-16,22:06:00,Tuesday,22,Night,,,,0,Late Night
5497,City,98,Cancelled,15-Jul-16,05:00:30,Friday,5,Early Morning,,,,0,Late Night
5668,City,98,Cancelled,15-Jul-16,07:06:58,Friday,7,Early Morning,,,,0,Late Night
482,City,99,Cancelled,11-Jul-16,09:25:00,Monday,9,Morning,,,,0,Late Night
544,City,99,Cancelled,11-Jul-16,10:07:00,Monday,10,Morning,,,,0,Late Night
1227,Airport,99,Cancelled,11-Jul-16,21:32:00,Monday,21,Night,,,,0,Late Night
1489,City,99,Cancelled,12-Jul-16,05:21:00,Tuesday,5,Early Morning,,,,0,Late Night
2588,Airport,99,Cancelled,12-Jul-16,21:45:00,Tuesday,21,Night,,,,0,Late Night
3152,City,99,Cancelled,13-Jul-16,08:57:47,Wednesday,8,Morning,,,,0,Late Night
5853,City,99,Cancelled,15-Jul-16,09:10:12,Friday,9,Morning,,,,0,Late Night
2933,City,100,Cancelled,13-Jul-16,06:26:18,Wednesday,6,Early Morning,,,,0,Late Night
5543,City,100,Cancelled,15-Jul-16,05:30:53,Friday,5,Early Morning,,,,0,Late Night
1356,City,101,Cancelled,11-Jul-16,23:42:00,Monday,23,Night,,,,0,Late Night
1403,City,101,Cancelled,12-Jul-16,02:39:00,Tuesday,2,Late Night,,,,0,Late Night
2459,Airport,101,Cancelled,12-Jul-16,20:30:00,Tuesday,20,Evening,,,,0,Late Night
3023,City,101,Cancelled,13-Jul-16,07:27:40,Wednesday,7,Early Morning,,,,0,Late Night
4444,City,101,Cancelled,14-Jul-16,08:28:21,Thursday,8,Morning,,,,0,Late Night
1733,City,102,Cancelled,12-Jul-16,08:23:00,Tuesday,8,Morning,,,,0,Late Night
1937,Airport,102,Cancelled,12-Jul-16,11:26:00,Tuesday,11,Morning,,,,0,Late Night
5614,City,102,Cancelled,15-Jul-16,06:14:39,Friday,6,Early Morning,,,,0,Late Night
5718,City,102,Cancelled,15-Jul-16,07:39:12,Friday,7,Early Morning,,,,0,Late Night
334,City,103,Cancelled,11-Jul-16,07:40:00,Monday,7,Early Morning,,,,0,Late Night
1107,City,103,Cancelled,11-Jul-16,20:14:00,Monday,20,Evening,,,,0,Late Night
3033,City,103,Cancelled,13-Jul-16,07:35:16,Wednesday,7,Early Morning,,,,0,Late Night
3099,City,103,Cancelled,13-Jul-16,08:22:13,Wednesday,8,Morning,,,,0,Late Night
4302,City,103,Cancelled,14-Jul-16,06:48:59,Thursday,6,Early Morning,,,,0,Late Night
4829,City,103,Cancelled,14-Jul-16,17:25:49,Thursday,17,Evening,,,,0,Late Night
5854,Airport,103,Cancelled,15-Jul-16,09:09:32,Friday,9,Morning,,,,0,Late Night
427,City,104,Cancelled,11-Jul-16,08:48:00,Monday,8,Morning,,,,0,Late Night
852,Airport,104,Cancelled,11-Jul-16,17:48:00,Monday,17,Evening,,,,0,Late Night
1931,City,104,Cancelled,12-Jul-16,11:13:00,Tuesday,11,Morning,,,,0,Late Night
3292,Airport,104,Cancelled,13-Jul-16,11:18:55,Wednesday,11,Morning,,,,0,Late Night
5154,Airport,104,Cancelled,14-Jul-16,20:19:26,Thursday,20,Evening,,,,0,Late Night
5627,City,104,Cancelled,15-Jul-16,06:34:09,Friday,6,Early Morning,,,,0,Late Night
5751,City,104,Cancelled,15-Jul-16,08:03:01,Friday,8,Morning,,,,0,Late Night
